loss,accuracy,val_loss,val_accuracy
0.7341742515563965,0.4745417535305023,0.6823664307594299,0.5121951103210449
0.7036377787590027,0.5030549764633179,0.6442648768424988,0.7398374080657959
0.6549440026283264,0.6313645839691162,0.6083086133003235,0.7317073345184326
0.626895546913147,0.6720977425575256,0.5738024115562439,0.7398374080657959
0.5892093181610107,0.686354398727417,0.5423810482025146,0.7398374080657959
0.5706762671470642,0.6843177080154419,0.5169855952262878,0.7642276287078857
0.5637640357017517,0.7128309607505798,0.4999961853027344,0.7886179089546204
0.5438460111618042,0.7209776043891907,0.48905959725379944,0.7886179089546204
0.5189018845558167,0.7250509262084961,0.48230478167533875,0.7886179089546204
0.5137766003608704,0.7413442134857178,0.47516927123069763,0.772357702255249
0.5153414011001587,0.7617108225822449,0.46852535009384155,0.7560975551605225
0.5029703378677368,0.7515274882316589,0.4645868241786957,0.7560975551605225
0.48217761516571045,0.7841140627861023,0.46200618147850037,0.7560975551605225
0.5003940463066101,0.7556008100509644,0.4589722156524658,0.7560975551605225
0.4969252347946167,0.7454175353050232,0.4567253589630127,0.7642276287078857
0.4948176145553589,0.7596741318702698,0.4528508186340332,0.7804877758026123
0.4993368089199066,0.7433808445930481,0.4516158401966095,0.7804877758026123
0.5062443614006042,0.7372708916664124,0.4498578608036041,0.7804877758026123
0.4826616644859314,0.7678207755088806,0.4471924901008606,0.7886179089546204
0.48724955320358276,0.7454175353050232,0.4480607211589813,0.7967479825019836
0.48789703845977783,0.7678207755088806,0.4466719329357147,0.7804877758026123
0.4888025224208832,0.7576375007629395,0.4434923529624939,0.7886179089546204
0.47873568534851074,0.7657840847969055,0.4431324899196625,0.7886179089546204
0.47934091091156006,0.7698574066162109,0.440383642911911,0.7804877758026123
0.47969475388526917,0.7617108225822449,0.43943607807159424,0.7804877758026123
0.45627573132514954,0.7759674191474915,0.43985500931739807,0.7886179089546204
0.4668714106082916,0.7861506938934326,0.43735331296920776,0.7886179089546204
0.46318674087524414,0.7780040502548218,0.4343664348125458,0.8048780560493469
0.4750398099422455,0.7780040502548218,0.4349609613418579,0.7886179089546204
0.46932029724121094,0.771894097328186,0.4324910044670105,0.8048780560493469
0.44959673285484314,0.7698574066162109,0.4312821626663208,0.8048780560493469
0.4613657593727112,0.7759674191474915,0.43094050884246826,0.8048780560493469
0.45356741547584534,0.7922607064247131,0.42990538477897644,0.8048780560493469
0.46534571051597595,0.7983706593513489,0.42929932475090027,0.8048780560493469
0.4577767252922058,0.7820773720741272,0.430185467004776,0.8048780560493469
0.45147883892059326,0.7942973375320435,0.4290769696235657,0.8048780560493469
0.46121740341186523,0.771894097328186,0.4255208671092987,0.8048780560493469
0.45304596424102783,0.7698574066162109,0.42475879192352295,0.8048780560493469
0.45144277811050415,0.7922607064247131,0.42390701174736023,0.8048780560493469
0.4575275778770447,0.7820773720741272,0.4240889251232147,0.8048780560493469
0.46409517526626587,0.7841140627861023,0.42456477880477905,0.8048780560493469
0.453917533159256,0.7739307284355164,0.4243488907814026,0.8130081295967102
0.45835742354393005,0.7698574066162109,0.4264133870601654,0.8048780560493469
0.4341132938861847,0.7881873846054077,0.4247455894947052,0.8048780560493469
0.452557772397995,0.7759674191474915,0.4263680577278137,0.8048780560493469
0.4327028691768646,0.7942973375320435,0.42636042833328247,0.8048780560493469
0.4443594515323639,0.7881873846054077,0.4260459542274475,0.7967479825019836
